#Sample,Regressor_0_USD,Regressor_1_GBP,Regressor_2_EUR-EURIBOR-3M,Regressor_3_USD-LIBOR-3M,Regressor_4_GBP-LIBOR-3M,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
4300,0.905059,1.198702,-0.002647,0.007558,0.006278,3069492.111572,0.000000,3123367.199325,3125613.409752,841805.000674,3046376.959391
4301,0.905074,1.241541,0.000550,0.008787,0.010648,3106633.879456,0.000000,3123367.199325,3125613.409752,-1179688.981920,3046376.959391
4302,0.905107,1.256746,0.004170,0.011983,0.005801,3147259.023789,0.000000,3123367.199325,3125613.409752,-1197389.949580,3046376.959391
4303,0.905121,1.227816,-0.000824,0.006586,0.006166,3190097.529736,0.000000,3123367.199325,3125613.409752,-331090.360753,3046376.959391
4304,0.905135,1.223060,-0.000355,0.005259,0.006306,3249561.666802,0.000000,3123367.199325,3125613.409752,-16468.058824,3046376.959391
4305,0.905206,1.228176,-0.005652,0.002073,0.004392,3251101.368873,0.000000,3123367.199325,3125613.409752,80784.613662,3046376.959391
4306,0.905220,1.232106,-0.000508,0.011425,0.010990,2951995.385705,0.000000,3123367.199325,3125613.409752,1022269.698112,3046376.959391
4307,0.905245,1.199605,0.000586,0.005289,0.005407,3262194.713719,0.000000,3123367.199325,3125613.409752,353520.226444,3046376.959391
4308,0.905249,1.228097,-0.002830,0.003698,0.001363,3296453.288495,0.000000,3123367.199325,3125613.409752,1294688.975932,3046376.959391
4309,0.905254,1.234817,-0.002555,0.006271,0.005032,3171975.129339,0.000000,3123367.199325,3125613.409752,-430627.368349,3046376.959391
4310,0.905291,1.227279,-0.002079,0.008969,0.001600,3105871.061458,0.000000,3123367.199325,3125613.409752,-1779687.053965,3046376.959391
4311,0.905298,1.199083,0.001888,0.009924,0.002028,3150141.083696,0.000000,3123367.199325,3125613.409752,-721651.194691,3046376.959391
4312,0.905317,1.276131,0.000179,0.006208,0.007425,3264441.017697,0.000000,3123367.199325,3125613.409752,-1630313.916417,3046376.959391
4313,0.905320,1.222143,-0.001027,0.009482,0.004038,3084497.404450,0.000000,3123367.199325,3125613.409752,-414832.043304,3046376.959391
4314,0.905375,1.233363,0.001166,0.006034,0.008422,3249432.800491,0.000000,3123367.199325,3125613.409752,1364792.569631,3046376.959391
4315,0.905400,1.248534,-0.002553,0.004222,0.005070,3264923.700597,0.000000,3123367.199325,3125613.409752,-2184906.486596,3046376.959391
4316,0.905406,1.258100,-0.003992,0.006692,0.005721,3128706.783839,0.000000,3123367.199325,3125613.409752,-1427663.471518,3046376.959391
4317,0.905414,1.253225,-0.004648,0.003570,0.004600,3241390.579012,0.000000,3123367.199325,3125613.409752,-450051.431486,3046376.959391
4318,0.905493,1.206424,-0.005938,0.007224,0.005231,3004880.738568,0.000000,3123367.199325,3125613.409752,147910.445795,3046376.959391
4319,0.905529,1.260991,-0.002514,0.006463,0.007315,3166185.662080,0.000000,3123367.199325,3125613.409752,-2906454.073757,3046376.959391
4320,0.905559,1.258952,0.000118,0.011003,0.009840,3028191.077037,0.000000,3123367.199325,3125613.409752,-1585387.112641,3046376.959391
4321,0.905586,1.228854,0.000775,0.005815,0.006808,3259488.032841,0.000000,3123367.199325,3125613.409752,677654.403751,3046376.959391
4322,0.905587,1.244405,-0.001646,0.008694,0.004835,3111575.094972,0.000000,3123367.199325,3125613.409752,-454080.331666,3046376.959391
4323,0.905618,1.244630,0.000446,0.006919,0.005647,3233564.326057,0.000000,3123367.199325,3125613.409752,-1039586.140602,3046376.959391
4324,0.905634,1.201400,0.000526,0.008862,0.007199,3101458.443351,0.000000,3123367.199325,3125613.409752,-793757.380050,3046376.959391
4325,0.905647,1.225044,0.001359,0.007128,0.004780,3241700.284396,0.000000,3123367.199325,3125613.409752,-829286.329339,3046376.959391
4326,0.905678,1.263586,0.000496,0.008094,0.009345,3167811.284430,0.000000,3123367.199325,3125613.409752,-558470.735188,3046376.959391
4327,0.905710,1.199092,0.003404,0.008326,0.006535,3209861.762992,0.000000,3123367.199325,3125613.409752,-442839.108690,3046376.959391
4328,0.905711,1.248432,-0.000110,0.009770,0.009518,3065943.824657,0.000000,3123367.199325,3125613.409752,-2040655.563270,3046376.959391
4329,0.905725,1.203908,0.001361,0.009125,0.015346,3029532.347681,0.000000,3123367.199325,3125613.409752,-1766564.133431,3046376.959391
4330,0.905746,1.243967,-0.002328,0.004688,0.007094,3228274.349472,0.000000,3123367.199325,3125613.409752,-116449.779635,3046376.959391
4331,0.905758,1.223497,0.000158,0.009479,0.008001,3078051.810592,0.000000,3123367.199325,3125613.409752,-1010301.722529,3046376.959391
4332,0.905764,1.207156,0.001791,0.007872,0.009610,3157866.755851,0.000000,3123367.199325,3125613.409752,-1076385.240190,3046376.959391
4333,0.905769,1.184338,0.002888,0.004940,0.006358,3315428.597860,0.000000,3123367.199325,3125613.409752,-985789.456338,3046376.959391
4334,0.905846,1.213401,0.001844,0.006882,0.005092,3250955.278728,0.000000,3123367.199325,3125613.409752,-361924.112839,3046376.959391
4335,0.905855,1.253877,-0.001567,0.007172,0.005674,3175318.065090,0.000000,3123367.199325,3125613.409752,322656.322865,3046376.959391
4336,0.905883,1.164862,0.001505,0.006183,0.009378,3180053.577872,0.000000,3123367.199325,3125613.409752,535867.896676,3046376.959391
4337,0.905909,1.186349,0.000177,0.008513,0.007772,3085059.339979,0.000000,3123367.199325,3125613.409752,-659301.119310,3046376.959391
4338,0.905965,1.270988,-0.001692,0.005830,0.003957,3258132.203592,0.000000,3123367.199325,3125613.409752,-619942.811062,3046376.959391
4339,0.905967,1.196985,-0.002105,0.008975,0.004162,3048204.706201,0.000000,3123367.199325,3125613.409752,712197.806209,3046376.959391
4340,0.905971,1.230539,-0.001449,0.011572,0.010062,2925854.608468,0.000000,3123367.199325,3125613.409752,-1100159.025079,3046376.959391
4341,0.905984,1.230025,-0.000719,0.008121,0.010074,3092293.352162,0.000000,3123367.199325,3125613.409752,1073349.286735,3046376.959391
4342,0.905993,1.255192,-0.003191,0.005685,0.007677,3168917.392827,0.000000,3123367.199325,3125613.409752,-655.164995,3046376.959391
4343,0.906015,1.238818,-0.003534,0.008235,0.006387,3053323.599033,0.000000,3123367.199325,3125613.409752,648004.943282,3046376.959391
4344,0.906027,1.219437,0.004583,0.005848,0.005589,3365570.055704,0.000000,3123367.199325,3125613.409752,-443993.872286,3046376.959391
4345,0.906102,1.196978,-0.001530,0.007654,0.004457,3116152.802760,0.000000,3123367.199325,3125613.409752,737514.200820,3046376.959391
4346,0.906126,1.231669,0.000600,0.006359,0.011416,3188607.356554,0.000000,3123367.199325,3125613.409752,826361.763477,3046376.959391
4347,0.906127,1.244031,-0.000159,0.011373,0.010157,2986218.291383,3125508.974318,3123367.199325,3125613.409752,-391819.571996,3046376.959391
4348,0.906147,1.220033,-0.002758,0.005444,0.007258,3162310.891364,0.000000,3123367.199325,3125613.409752,-123585.224639,3046376.959391
4349,0.906158,1.245431,-0.004161,0.006897,0.007276,3086957.587306,0.000000,3123367.199325,3125613.409752,1582707.284996,3046376.959391
4350,0.906160,1.205643,0.001182,0.010495,0.004921,3082252.436343,0.000000,3123367.199325,3125613.409752,1889096.199382,3046376.959391
4351,0.906188,1.233472,-0.002195,0.003820,0.006661,3260710.654058,0.000000,3123367.199325,3125613.409752,-1924724.262666,3046376.959391
4352,0.906195,1.240611,-0.001149,0.007514,0.010797,3107031.724688,0.000000,3123367.199325,3125613.409752,607110.967953,3046376.959391
4353,0.906196,1.262447,0.000647,0.007524,0.005170,3236824.386107,0.000000,3123367.199325,3125613.409752,2871763.075773,3046376.959391
4354,0.906214,1.215655,0.001664,0.009610,0.008164,3107356.737390,0.000000,3123367.199325,3125613.409752,322059.193535,3046376.959391
4355,0.906217,1.184298,-0.001922,0.006525,0.004877,3134139.762623,0.000000,3123367.199325,3125613.409752,-439389.777627,3046376.959391
4356,0.906237,1.236239,0.000001,0.005155,0.006459,3274092.641523,0.000000,3123367.199325,3125613.409752,-896118.368755,3046376.959391
4357,0.906277,1.249898,0.000856,0.007243,0.008313,3209872.055959,0.000000,3123367.199325,3125613.409752,-1820769.534385,3046376.959391
4358,0.906283,1.240245,-0.004171,0.011251,0.010575,2859293.264538,0.000000,3123367.199325,3125613.409752,-485077.380234,3046376.959391
4359,0.906329,1.219326,0.002906,0.010324,0.004483,3156635.111222,0.000000,3123367.199325,3125613.409752,2152292.246138,3046376.959391
4360,0.906343,1.202872,0.003690,0.008632,0.007275,3201820.153573,0.000000,3123367.199325,3125613.409752,-1099856.510040,3046376.959391
4361,0.906354,1.224149,-0.003353,0.006876,0.006277,3101614.643771,0.000000,3123367.199325,3125613.409752,-1438760.164394,3046376.959391
4362,0.906392,1.256600,0.001503,0.008813,0.011319,3140537.215153,0.000000,3123367.199325,3125613.409752,-1661848.462020,3046376.959391
4363,0.906416,1.246865,-0.003969,0.006239,0.006982,3123903.518062,0.000000,3123367.199325,3125613.409752,-903566.376285,3046376.959391
4364,0.906461,1.231570,-0.001846,0.009964,0.006400,3024153.521160,0.000000,3123367.199325,3125613.409752,-112436.842407,3046376.959391
4365,0.906464,1.214278,-0.000779,0.006320,0.007383,3176910.923829,0.000000,3123367.199325,3125613.409752,-299117.466004,3046376.959391
4366,0.906489,1.244275,-0.001574,0.008384,0.004150,3133574.660121,0.000000,3123367.199325,3125613.409752,684064.561375,3046376.959391
4367,0.906492,1.195133,-0.000563,0.005949,0.005836,3196034.640498,0.000000,3123367.199325,3125613.409752,1997172.343069,3046376.959391
4368,0.906496,1.178538,0.000790,0.009955,0.008206,3031197.508313,3125509.480384,3123367.199325,3125613.409752,-51434.825475,3046376.959391
4369,0.906507,1.238273,0.002117,0.010245,0.002971,3170976.606748,0.000000,3123367.199325,3125613.409752,148003.279546,3046376.959391
4370,0.906509,1.182283,-0.004388,0.011466,0.004813,2849540.049857,0.000000,3123367.199325,3125613.409752,1309631.924193,3046376.959391
4371,0.906547,1.282322,-0.002497,0.011354,0.009509,2961715.315061,0.000000,3123367.199325,3125613.409752,667015.444746,3046376.959391
4372,0.906550,1.230604,0.000480,0.006112,0.011330,3195025.775618,0.000000,3123367.199325,3125613.409752,-1304064.954309,3046376.959391
4373,0.906574,1.230889,0.001649,0.012807,0.008984,2979964.768222,0.000000,3123367.199325,3125613.409752,2459088.769540,3046376.959391
4374,0.906620,1.243266,0.000755,0.006775,0.005517,3248035.937619,0.000000,3123367.199325,3125613.409752,459124.341098,3046376.959391
4375,0.906622,1.252141,-0.000391,0.007971,0.010649,3123033.330628,0.000000,3123367.199325,3125613.409752,77653.298261,3046376.959391
4376,0.906673,1.205353,0.000193,0.007112,0.002647,3213748.288830,0.000000,3123367.199325,3125613.409752,-1517078.240609,3046376.959391
4377,0.906689,1.229623,-0.002384,0.012611,0.004834,2910458.068569,0.000000,3123367.199325,3125613.409752,-399998.189346,3046376.959391
4378,0.906732,1.233812,-0.002862,0.005889,0.007611,3150875.035337,0.000000,3123367.199325,3125613.409752,739286.207151,3046376.959391
4379,0.906736,1.203138,0.000929,0.007511,0.008351,3157353.097595,0.000000,3123367.199325,3125613.409752,-683717.302051,3046376.959391
4380,0.906756,1.240450,-0.001265,0.010527,0.011900,2965879.413926,0.000000,3123367.199325,3125613.409752,-303490.224197,3046376.959391
4381,0.906778,1.207497,-0.003382,0.006634,0.005647,3101550.201079,0.000000,3123367.199325,3125613.409752,722375.900057,3046376.959391
4382,0.906801,1.220531,-0.002445,0.002745,0.008870,3261475.647235,0.000000,3123367.199325,3125613.409752,979059.027781,3046376.959391
4383,0.906806,1.247981,-0.001183,0.008254,0.005014,3144465.467251,0.000000,3123367.199325,3125613.409752,369927.902783,3046376.959391
4384,0.906807,1.190773,-0.004579,0.004966,0.006208,3112893.989561,0.000000,3123367.199325,3125613.409752,185271.174460,3046376.959391
4385,0.906834,1.209027,0.001306,0.007765,0.007421,3173224.035609,0.000000,3123367.199325,3125613.409752,-1110341.771892,3046376.959391
4386,0.906845,1.194404,-0.002568,0.006552,0.007995,3090938.823640,0.000000,3123367.199325,3125613.409752,1388952.529231,3046376.959391
4387,0.906850,1.258480,-0.000081,0.009495,0.004460,3141815.923970,0.000000,3123367.199325,3125613.409752,-1509851.833887,3046376.959391
4388,0.906856,1.220988,-0.000573,0.006289,0.008093,3182970.672196,0.000000,3123367.199325,3125613.409752,327867.360424,3046376.959391
4389,0.906925,1.242809,-0.000308,0.006874,0.009347,3174463.193056,0.000000,3123367.199325,3125613.409752,-314783.029984,3046376.959391
4390,0.906928,1.277892,-0.001863,0.008912,0.007842,3096612.672036,0.000000,3123367.199325,3125613.409752,-1763233.749618,3046376.959391
4391,0.906931,1.221906,0.003045,0.011874,0.013368,3004074.247617,0.000000,3123367.199325,3125613.409752,-310166.768869,3046376.959391
4392,0.906945,1.261057,-0.003611,0.010232,0.012933,2915959.595838,0.000000,3123367.199325,3125613.409752,-115454.607323,3046376.959391
4393,0.906968,1.244772,0.002694,0.011174,0.007439,3109179.980080,0.000000,3123367.199325,3125613.409752,-2092068.760296,3046376.959391
4394,0.906986,1.258440,0.000344,0.013426,0.007789,2954910.731549,0.000000,3123367.199325,3125613.409752,5043.757138,3046376.959391
4395,0.907002,1.219735,-0.001086,0.005256,0.006185,3227922.775345,0.000000,3123367.199325,3125613.409752,-2909590.435049,3046376.959391
4396,0.907008,1.227177,-0.000402,0.008232,0.004159,3157105.896808,0.000000,3123367.199325,3125613.409752,2181942.050886,3046376.959391
4397,0.907025,1.274411,-0.001484,0.010702,0.008132,3027239.449694,0.000000,3123367.199325,3125613.409752,1390011.627800,3046376.959391
4398,0.907035,1.208031,-0.001067,0.011749,0.008183,2928639.244014,0.000000,3123367.199325,3125613.409752,1725412.986317,3046376.959391
4399,0.907042,1.232150,0.005490,0.006668,0.009372,3333015.996955,0.000000,3123367.199325,3125613.409752,2011818.102156,3046376.959391
4400,0.907065,1.231720,0.002534,0.008698,0.006895,3197505.677387,0.000000,3123367.199325,3125613.409752,1814522.144264,3046376.959391
4401,0.907069,1.216773,-0.001864,0.008100,0.006400,3086638.082452,0.000000,3123367.199325,3125613.409752,-709033.672136,3046376.959391
4402,0.907082,1.190873,0.005118,0.011246,0.013903,3055783.106883,0.000000,3123367.199325,3125613.409752,1161260.994879,3046376.959391
4403,0.907089,1.284439,0.003637,0.010809,0.009556,3166220.419249,3125510.294263,3123367.199325,3125613.409752,-1029210.241946,3046376.959391
4404,0.907096,1.208221,0.001068,0.010246,0.005691,3083526.322262,0.000000,3123367.199325,3125613.409752,-2037581.034138,3046376.959391
4405,0.907100,1.235570,0.000969,0.009253,0.007601,3126935.231527,0.000000,3123367.199325,3125613.409752,-68323.255820,3046376.959391
4406,0.907153,1.260971,-0.004269,0.005274,0.005027,3187990.770189,0.000000,3123367.199325,3125613.409752,-566237.533314,3046376.959391
4407,0.907168,1.271467,-0.000921,0.005516,0.006407,3267412.458516,0.000000,3123367.199325,3125613.409752,-2807824.959786,3046376.959391
4408,0.907205,1.191077,-0.003742,0.007997,0.003356,3043719.853592,0.000000,3123367.199325,3125613.409752,1439284.632151,3046376.959391
4409,0.907251,1.185075,-0.000802,0.006215,0.007245,3154701.255206,0.000000,3123367.199325,3125613.409752,1376224.905586,3046376.959391
4410,0.907270,1.251158,-0.003568,0.003498,0.001552,3303245.557058,0.000000,3123367.199325,3125613.409752,-1887715.140525,3046376.959391
4411,0.907284,1.177891,-0.004133,0.002492,0.011441,3158236.220349,0.000000,3123367.199325,3125613.409752,374303.643432,3046376.959391
4412,0.907287,1.218951,-0.000164,0.009384,0.006068,3089260.785323,0.000000,3123367.199325,3125613.409752,-1128776.071380,3046376.959391
4413,0.907297,1.145749,0.001386,0.004787,0.007602,3232759.592463,0.000000,3123367.199325,3125613.409752,-380221.597303,3046376.959391
4414,0.907299,1.196549,-0.004476,0.009822,0.006229,2917592.158715,0.000000,3123367.199325,3125613.409752,-734333.013374,3046376.959391
4415,0.907353,1.229043,0.005798,0.008258,0.011363,3257598.103946,0.000000,3123367.199325,3125613.409752,-461976.311253,3046376.959391
4416,0.907359,1.210706,0.003518,0.011455,0.010780,3053074.913419,0.000000,3123367.199325,3125613.409752,322759.328628,3046376.959391
4417,0.907394,1.292175,-0.003498,0.007463,0.005600,3145692.992152,0.000000,3123367.199325,3125613.409752,-580055.173998,3046376.959391
4418,0.907448,1.341762,0.002721,0.009147,0.008555,3269242.195457,3125510.785940,3123367.199325,3125613.409752,1248131.645569,3046376.959391
4419,0.907460,1.168998,-0.000599,0.007943,0.005654,3092107.938810,0.000000,3123367.199325,3125613.409752,-24735.731644,3046376.959391
4420,0.907479,1.189893,0.000089,0.009429,0.001284,3118030.244514,0.000000,3123367.199325,3125613.409752,-563228.761965,3046376.959391
4421,0.907490,1.217101,0.002426,0.011391,0.009095,3048056.435201,0.000000,3123367.199325,3125613.409752,-563411.432387,3046376.959391
4422,0.907493,1.265822,0.003058,0.008586,0.007577,3241099.248426,0.000000,3123367.199325,3125613.409752,1263061.774421,3046376.959391
4423,0.907539,1.237664,0.000113,0.009574,0.007332,3094002.841714,0.000000,3123367.199325,3125613.409752,2144241.319785,3046376.959391
4424,0.907581,1.243604,0.001343,0.007989,0.004600,3226791.774423,0.000000,3123367.199325,3125613.409752,-295146.406460,3046376.959391
4425,0.907592,1.213023,0.001569,0.005207,0.008798,3270757.618700,0.000000,3123367.199325,3125613.409752,-1056585.465717,3046376.959391
4426,0.907616,1.221515,-0.003650,0.010357,0.006221,2945290.267365,0.000000,3123367.199325,3125613.409752,1014789.058716,3046376.959391
4427,0.907633,1.239612,0.001424,0.008789,0.005947,3179832.996780,0.000000,3123367.199325,3125613.409752,-3038035.789660,3046376.959391
4428,0.907636,1.243319,-0.002319,0.008503,0.008271,3062291.611821,0.000000,3123367.199325,3125613.409752,1196146.496838,3046376.959391
4429,0.907637,1.234719,0.000479,0.006365,0.007446,3229062.781983,0.000000,3123367.199325,3125613.409752,3222677.461578,3046376.959391
4430,0.907794,1.200582,-0.001658,0.012229,0.003540,2934776.852037,0.000000,3123367.199325,3125613.409752,469732.270388,3046376.959391
4431,0.907795,1.237308,0.000467,0.006555,0.005007,3248623.189683,0.000000,3123367.199325,3125613.409752,-1941605.728122,3046376.959391
4432,0.907798,1.256102,-0.005051,0.003263,0.007604,3214464.831614,0.000000,3123367.199325,3125613.409752,212881.311959,3046376.959391
4433,0.907802,1.178774,-0.001802,0.008047,0.009384,3021515.971298,0.000000,3123367.199325,3125613.409752,-458687.576389,3046376.959391
4434,0.907805,1.236550,0.003492,0.008057,0.006215,3260931.908728,0.000000,3123367.199325,3125613.409752,191506.123335,3046376.959391
4435,0.907838,1.242354,-0.002234,0.004150,0.010566,3215260.982615,3125511.321322,3123367.199325,3125613.409752,-506415.802531,3046376.959391
4436,0.907841,1.229252,-0.001076,0.006870,0.008069,3153607.913404,0.000000,3123367.199325,3125613.409752,-3068704.245930,3046376.959391
4437,0.907868,1.277468,0.000796,0.008935,0.005014,3201252.135509,0.000000,3123367.199325,3125613.409752,-584000.480010,3046376.959391
4438,0.907916,1.247293,0.001454,0.005667,0.008409,3284894.536535,0.000000,3123367.199325,3125613.409752,-3792188.034755,3046376.959391
4439,0.907952,1.217493,0.000749,0.010555,0.008939,3035365.292100,0.000000,3123367.199325,3125613.409752,1659483.048172,3046376.959391
4440,0.907959,1.200103,-0.002583,0.009562,0.004798,3005949.921909,0.000000,3123367.199325,3125613.409752,-1171318.358222,3046376.959391
4441,0.908033,1.244520,-0.003195,0.009159,0.008167,3011366.187129,0.000000,3123367.199325,3125613.409752,2457861.031935,3046376.959391
4442,0.908041,1.196577,0.002690,0.012301,0.009007,2998706.666809,0.000000,3123367.199325,3125613.409752,-118318.875297,3046376.959391
4443,0.908044,1.253850,0.003924,0.006649,0.005956,3344836.297049,0.000000,3123367.199325,3125613.409752,-270470.573955,3046376.959391
4444,0.908073,1.226720,-0.000083,0.010027,0.010112,3028961.437553,0.000000,3123367.199325,3125613.409752,-746219.059391,3046376.959391
4445,0.908106,1.256257,0.001698,0.008921,0.010026,3155404.017228,0.000000,3123367.199325,3125613.409752,1181560.318544,3046376.959391
4446,0.908119,1.224510,-0.001795,0.008730,0.004629,3089457.341222,0.000000,3123367.199325,3125613.409752,1787845.286249,3046376.959391
4447,0.908151,1.259957,-0.001540,0.004270,0.005288,3299561.814378,0.000000,3123367.199325,3125613.409752,789570.639244,3046376.959391
4448,0.908186,1.251603,-0.004166,-0.000234,0.007538,3369900.145565,0.000000,3123367.199325,3125613.409752,-4436463.696936,3046376.959391
4449,0.908187,1.183114,-0.002552,0.004396,0.009647,3150878.507575,0.000000,3123367.199325,3125613.409752,-208302.914430,3046376.959391
4450,0.908200,1.220322,-0.001835,0.005047,0.003472,3243767.516934,0.000000,3123367.199325,3125613.409752,-66926.393533,3046376.959391
4451,0.908207,1.200090,0.000859,0.011153,0.012537,2956477.695510,0.000000,3123367.199325,3125613.409752,136670.483683,3046376.959391
4452,0.908231,1.235386,-0.002365,0.010622,0.003445,3017631.754090,0.000000,3123367.199325,3125613.409752,-1133197.199274,3046376.959391
4453,0.908261,1.276756,0.000400,0.009344,0.005597,3167136.231536,0.000000,3123367.199325,3125613.409752,1532963.898168,3046376.959391
4454,0.908291,1.226032,-0.002110,0.007223,0.009256,3093960.088884,0.000000,3123367.199325,3125613.409752,800425.754864,3046376.959391
4455,0.908296,1.259959,0.000395,0.007986,0.008088,3179496.454482,0.000000,3123367.199325,3125613.409752,1858.404194,3046376.959391
4456,0.908300,1.257905,-0.002178,0.009347,0.006782,3061939.776120,0.000000,3123367.199325,3125613.409752,-1716127.203734,3046376.959391
4457,0.908302,1.242033,-0.001233,0.008673,0.008940,3078831.081110,0.000000,3123367.199325,3125613.409752,-264229.576566,3046376.959391
4458,0.908340,1.241454,0.001212,0.007169,0.011801,3179225.496715,0.000000,3123367.199325,3125613.409752,1030701.052175,3046376.959391
4459,0.908353,1.217062,-0.000061,0.009320,0.009926,3051723.331881,0.000000,3123367.199325,3125613.409752,3157309.403695,3046376.959391
4460,0.908387,1.260596,-0.007086,0.008916,0.003875,2967983.565384,0.000000,3123367.199325,3125613.409752,1906556.354183,3046376.959391
4461,0.908479,1.303131,-0.002962,0.006921,0.005543,3193640.323770,0.000000,3123367.199325,3125613.409752,1343191.496400,3046376.959391
4462,0.908528,1.254093,-0.002669,0.006600,0.010215,3119757.265988,0.000000,3123367.199325,3125613.409752,-1578820.799529,3046376.959391
4463,0.908543,1.329787,-0.004413,0.004081,0.006708,3276937.649027,0.000000,3123367.199325,3125613.409752,634204.040638,3046376.959391
4464,0.908568,1.200397,-0.001882,0.003373,0.004523,3278751.981534,0.000000,3123367.199325,3125613.409752,-40044.998209,3046376.959391
4465,0.908581,1.226851,-0.002051,0.009068,0.007850,3035489.284719,0.000000,3123367.199325,3125613.409752,-398056.302180,3046376.959391
4466,0.908611,1.241575,0.002984,0.014784,0.012755,2904515.521708,0.000000,3123367.199325,3125613.409752,420675.498731,3046376.959391
4467,0.908614,1.219456,-0.000010,0.007548,0.005715,3172429.760462,0.000000,3123367.199325,3125613.409752,731640.183925,3046376.959391
4468,0.908625,1.274867,0.004453,0.013255,0.011237,3063670.738488,0.000000,3123367.199325,3125613.409752,98800.204367,3046376.959391
4469,0.908650,1.174949,-0.001302,0.014462,0.011713,2723850.085765,0.000000,3123367.199325,3125613.409752,255707.447649,3046376.959391
4470,0.908663,1.247032,-0.002469,0.004891,0.007150,3219146.158274,0.000000,3123367.199325,3125613.409752,1983562.031189,3046376.959391
4471,0.908712,1.270053,-0.001611,0.009243,0.010505,3054483.411676,0.000000,3123367.199325,3125613.409752,-598908.948447,3046376.959391
4472,0.908728,1.243670,0.002322,0.008250,0.009221,3196632.196680,0.000000,3123367.199325,3125613.409752,-1261444.353948,3046376.959391
4473,0.908782,1.227768,-0.000392,0.009715,0.007515,3062207.289394,0.000000,3123367.199325,3125613.409752,671309.418743,3046376.959391
4474,0.908790,1.194266,0.000351,0.010006,0.008049,3033646.609073,0.000000,3123367.199325,3125613.409752,-986452.974218,3046376.959391
4475,0.908803,1.259331,0.000920,0.015601,0.014498,2801384.660665,0.000000,3123367.199325,3125613.409752,-307340.941366,3046376.959391
4476,0.908853,1.229172,0.003055,0.006717,0.005816,3298187.902764,0.000000,3123367.199325,3125613.409752,2423451.224966,3046376.959391
4477,0.908854,1.177728,-0.001729,0.010355,0.005323,2970244.603000,0.000000,3123367.199325,3125613.409752,107158.709785,3046376.959391
4478,0.908878,1.214017,0.000849,0.003228,0.007343,3342662.299941,0.000000,3123367.199325,3125613.409752,-1303427.878907,3046376.959391
4479,0.908882,1.195912,-0.003178,0.011407,0.006561,2884620.221688,0.000000,3123367.199325,3125613.409752,-145060.580057,3046376.959391
4480,0.908941,1.167119,0.002966,0.008964,0.008361,3123497.550553,0.000000,3123367.199325,3125613.409752,33750.671526,3046376.959391
4481,0.909006,1.204877,0.000944,0.006488,0.002487,3260752.676508,0.000000,3123367.199325,3125613.409752,147624.159057,3046376.959391
4482,0.909016,1.207843,-0.001358,0.009180,0.006836,3043923.712927,0.000000,3123367.199325,3125613.409752,1643723.186572,3046376.959391
4483,0.909019,1.207625,0.000210,0.006769,0.008071,3174195.587781,0.000000,3123367.199325,3125613.409752,520173.310810,3046376.959391
4484,0.909036,1.252934,0.001099,0.009136,0.012044,3105148.125749,0.000000,3123367.199325,3125613.409752,-586085.439809,3046376.959391
4485,0.909043,1.208069,0.000503,0.007346,0.010598,3133291.729789,0.000000,3123367.199325,3125613.409752,458691.743989,3046376.959391
4486,0.909048,1.252662,-0.001890,0.006156,0.005338,3209471.512669,0.000000,3123367.199325,3125613.409752,-316197.830088,3046376.959391
4487,0.909053,1.230069,-0.002350,0.004818,0.006726,3214178.841115,0.000000,3123367.199325,3125613.409752,721951.285478,3046376.959391
4488,0.909113,1.225356,-0.000971,0.008410,0.008946,3081316.691617,0.000000,3123367.199325,3125613.409752,795281.238480,3046376.959391
4489,0.909120,1.184558,-0.001357,0.003033,0.006503,3272073.058410,0.000000,3123367.199325,3125613.409752,-1414581.884190,3046376.959391
4490,0.909163,1.211294,-0.001950,0.009261,0.006305,3032170.732117,0.000000,3123367.199325,3125613.409752,3540117.486228,3046376.959391
4491,0.909171,1.219996,-0.002020,0.008355,0.006210,3077139.641465,0.000000,3123367.199325,3125613.409752,125422.656298,3046376.959391
4492,0.909188,1.252593,0.000810,0.008681,0.009081,3146343.495176,0.000000,3123367.199325,3125613.409752,955252.027070,3046376.959391
4493,0.909196,1.228695,-0.000239,0.008369,0.011155,3083902.197991,0.000000,3123367.199325,3125613.409752,-110637.159758,3046376.959391
4494,0.909202,1.215266,0.002993,0.014302,0.009734,2933325.074726,0.000000,3123367.199325,3125613.409752,-1660731.602980,3046376.959391
4495,0.909218,1.270798,-0.000585,0.006218,0.002614,3287624.481486,0.000000,3123367.199325,3125613.409752,1189002.152478,3046376.959391
4496,0.909220,1.319984,-0.004129,0.004400,0.005182,3279108.557734,0.000000,3123367.199325,3125613.409752,634882.375789,3046376.959391
4497,0.909270,1.222031,0.002902,0.010924,0.004203,3138501.530889,0.000000,3123367.199325,3125613.409752,-962773.865550,3046376.959391
4498,0.909272,1.173082,-0.002817,0.004721,0.001938,3201641.279818,0.000000,3123367.199325,3125613.409752,1171287.726369,3046376.959391
4499,0.909283,1.200734,-0.002448,0.010777,0.007503,2928928.630772,0.000000,3123367.199325,3125613.409752,919460.713900,3046376.959391
4500,0.909283,1.241279,-0.001038,0.010565,0.006765,3029189.999369,0.000000,3123367.199325,3125613.409752,2541722.603145,3046376.959391
4501,0.909283,1.212005,-0.005615,0.002075,-0.001798,3300727.354098,0.000000,3123367.199325,3125613.409752,-1899235.807270,3046376.959391
