#Sample,Regressor_0_USD,Regressor_1_GBP,Regressor_2_EUR-EURIBOR-3M,Regressor_3_USD-LIBOR-3M,Regressor_4_GBP-LIBOR-3M,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
2147,0.879014,1.187444,-0.003458,0.009161,0.002684,3001288.782370,0.000000,3123367.199325,3125613.409752,-1410326.971838,3046376.959391
2148,0.879026,1.219687,-0.001762,0.006227,0.008312,3142461.055325,0.000000,3123367.199325,3125613.409752,494338.089209,3046376.959391
2149,0.879050,1.221072,-0.003099,0.007326,0.007462,3069273.526511,0.000000,3123367.199325,3125613.409752,568779.161322,3046376.959391
2150,0.879069,1.232356,0.002795,0.008543,0.005992,3215312.469368,0.000000,3123367.199325,3125613.409752,-2696822.289235,3046376.959391
2151,0.879074,1.251509,-0.001040,0.008948,0.006471,3102736.259738,0.000000,3123367.199325,3125613.409752,-1770503.149347,3046376.959391
2152,0.879079,1.197203,-0.002446,0.008107,0.008149,3025391.660359,0.000000,3123367.199325,3125613.409752,2085197.520266,3046376.959391
2153,0.879083,1.259344,-0.002704,0.009628,0.009381,3001461.324807,0.000000,3123367.199325,3125613.409752,1981556.684437,3046376.959391
2154,0.879090,1.239672,0.001369,0.007314,0.005978,3230614.021022,0.000000,3123367.199325,3125613.409752,2958169.086584,3046376.959391
2155,0.879106,1.221856,-0.000794,0.007817,0.007014,3121824.957008,0.000000,3123367.199325,3125613.409752,-1457239.627203,3046376.959391
2156,0.879111,1.246525,0.002173,0.013411,0.004546,3028763.820620,0.000000,3123367.199325,3125613.409752,1006601.781122,3046376.959391
2157,0.879116,1.240440,-0.002715,0.008166,0.002178,3121161.908086,0.000000,3123367.199325,3125613.409752,-344632.898766,3046376.959391
2158,0.879116,1.234805,-0.003193,0.007608,0.006115,3082666.482503,0.000000,3123367.199325,3125613.409752,1870063.831188,3046376.959391
2159,0.879117,1.236685,0.003599,0.010033,0.011553,3124607.461690,0.000000,3123367.199325,3125613.409752,1726223.650099,3046376.959391
2160,0.879120,1.217314,0.002923,0.012257,0.007692,3036272.976612,0.000000,3123367.199325,3125613.409752,284286.536695,3046376.959391
2161,0.879134,1.270672,0.002499,0.010896,0.015128,3051489.923936,0.000000,3123367.199325,3125613.409752,436285.808764,3046376.959391
2162,0.879135,1.257667,0.004026,0.008386,0.003004,3308756.501772,0.000000,3123367.199325,3125613.409752,-2840901.119952,3046376.959391
2163,0.879153,1.199984,-0.002428,0.006579,0.004307,3132798.097926,0.000000,3123367.199325,3125613.409752,898556.106128,3046376.959391
2164,0.879168,1.246475,0.003094,0.010116,0.007834,3155267.679139,0.000000,3123367.199325,3125613.409752,383134.471636,3046376.959391
2165,0.879169,1.281648,0.001115,0.012996,0.004348,3051126.378028,0.000000,3123367.199325,3125613.409752,-322484.079043,3046376.959391
2166,0.879181,1.241178,-0.000789,0.010035,0.007486,3044405.171904,0.000000,3123367.199325,3125613.409752,-1299881.095582,3046376.959391
2167,0.879185,1.243623,0.000383,0.007759,0.007151,3176905.873157,0.000000,3123367.199325,3125613.409752,-276344.324837,3046376.959391
2168,0.879200,1.155164,-0.003707,0.004205,0.003472,3158253.413001,0.000000,3123367.199325,3125613.409752,-839876.599804,3046376.959391
2169,0.879215,1.200233,0.000281,0.008281,0.006927,3114368.930313,0.000000,3123367.199325,3125613.409752,232500.849870,3046376.959391
2170,0.879235,1.225804,0.000165,0.006218,0.011317,3172079.479546,0.000000,3123367.199325,3125613.409752,1597513.465604,3046376.959391
2171,0.879245,1.260247,0.000919,0.007165,0.009505,3206637.558852,0.000000,3123367.199325,3125613.409752,-840998.234131,3046376.959391
2172,0.879254,1.239858,-0.000402,0.008681,0.004087,3146143.782361,0.000000,3123367.199325,3125613.409752,958288.397226,3046376.959391
2173,0.879270,1.253499,-0.000532,0.008883,0.006384,3122930.225885,0.000000,3123367.199325,3125613.409752,-626755.017486,3046376.959391
2174,0.879276,1.203443,0.000446,0.006061,0.010361,3175382.358274,0.000000,3123367.199325,3125613.409752,3234119.697686,3046376.959391
2175,0.879281,1.236284,-0.002831,0.008415,0.005248,3070829.105570,0.000000,3123367.199325,3125613.409752,-2150337.171655,3046376.959391
2176,0.879281,1.236805,-0.003419,0.004229,0.000933,3266996.549978,0.000000,3123367.199325,3125613.409752,215220.277541,3046376.959391
2177,0.879283,1.211935,-0.001289,0.006837,0.007401,3133758.777640,0.000000,3123367.199325,3125613.409752,-2902278.845689,3046376.959391
2178,0.879287,1.267408,-0.000175,0.009512,0.005544,3129819.917494,0.000000,3123367.199325,3125613.409752,311091.417793,3046376.959391
2179,0.879305,1.241281,-0.000432,0.009542,0.008324,3066375.401762,0.000000,3123367.199325,3125613.409752,371639.550151,3046376.959391
2180,0.879314,1.278320,-0.002929,0.009486,0.007727,3037548.824260,0.000000,3123367.199325,3125613.409752,-1054643.887445,3046376.959391
2181,0.879332,1.272704,-0.004269,0.004851,0.003963,3221035.523562,0.000000,3123367.199325,3125613.409752,-1323249.106242,3046376.959391
2182,0.879337,1.221978,-0.000939,0.009971,0.008179,3016275.544927,0.000000,3123367.199325,3125613.409752,434576.588641,3046376.959391
2183,0.879339,1.232866,-0.002687,0.009018,0.007330,3024112.517206,0.000000,3123367.199325,3125613.409752,1417027.678725,3046376.959391
2184,0.879343,1.189984,0.003430,0.007814,0.010936,3171539.945821,0.000000,3123367.199325,3125613.409752,735783.989616,3046376.959391
2185,0.879358,1.237509,-0.001352,0.005352,0.005846,3231114.611255,0.000000,3123367.199325,3125613.409752,1720202.912495,3046376.959391
2186,0.879365,1.276940,-0.002863,0.008345,0.009675,3064392.045518,0.000000,3123367.199325,3125613.409752,1321804.759534,3046376.959391
2187,0.879368,1.273460,-0.001418,0.010094,0.007286,3056979.149255,0.000000,3123367.199325,3125613.409752,-3394070.341229,3046376.959391
2188,0.879381,1.229853,-0.000850,0.006861,0.008079,3155131.621564,0.000000,3123367.199325,3125613.409752,1218713.997811,3046376.959391
2189,0.879393,1.236781,-0.002082,0.008396,0.008385,3060269.717986,0.000000,3123367.199325,3125613.409752,-2303225.273110,3046376.959391
2190,0.879397,1.230989,-0.000822,0.003760,0.004860,3311376.860605,0.000000,3123367.199325,3125613.409752,-175441.479832,3046376.959391
2191,0.879398,1.196120,-0.004451,0.005816,0.003073,3114867.166111,0.000000,3123367.199325,3125613.409752,-2128148.162395,3046376.959391
2192,0.879402,1.224211,0.000740,0.009843,0.009489,3059323.347015,0.000000,3123367.199325,3125613.409752,1753994.406930,3046376.959391
2193,0.879415,1.206121,0.000128,0.004905,0.008160,3237335.181819,0.000000,3123367.199325,3125613.409752,-1120338.008765,3046376.959391
2194,0.879416,1.265211,-0.001981,0.004018,0.009137,3257461.281217,0.000000,3123367.199325,3125613.409752,-2582894.922276,3046376.959391
2195,0.879442,1.286905,-0.001758,0.009108,0.005500,3119580.902378,0.000000,3123367.199325,3125613.409752,-447598.637894,3046376.959391
2196,0.879457,1.227309,-0.001046,0.005444,0.008410,3200266.620112,0.000000,3123367.199325,3125613.409752,373637.868693,3046376.959391
2197,0.879466,1.207080,-0.002252,0.009607,0.007053,2989939.944164,0.000000,3123367.199325,3125613.409752,-1475735.296404,3046376.959391
2198,0.879467,1.215605,0.000215,0.011735,0.007648,2975983.215534,0.000000,3123367.199325,3125613.409752,-1302895.817490,3046376.959391
2199,0.879471,1.236317,-0.001751,0.009158,0.009455,3026267.189911,0.000000,3123367.199325,3125613.409752,1261492.025336,3046376.959391
2200,0.879478,1.201727,0.000903,0.003850,0.004438,3332781.356436,0.000000,3123367.199325,3125613.409752,63416.858071,3046376.959391
2201,0.879483,1.234636,0.001864,0.006548,0.007756,3251625.344881,0.000000,3123367.199325,3125613.409752,516201.888781,3046376.959391
2202,0.879498,1.220134,-0.002805,0.008680,0.006048,3036305.769899,0.000000,3123367.199325,3125613.409752,-147300.402365,3046376.959391
2203,0.879509,1.195544,0.001339,0.011509,0.002197,3059085.412503,0.000000,3123367.199325,3125613.409752,-887821.035841,3046376.959391
2204,0.879518,1.311819,-0.002120,0.007610,0.003119,3217397.035429,0.000000,3123367.199325,3125613.409752,547740.742836,3046376.959391
2205,0.879524,1.256465,0.000772,0.006187,0.003760,3295743.388624,0.000000,3123367.199325,3125613.409752,-1975424.766334,3046376.959391
2206,0.879527,1.239173,-0.001684,0.011588,0.006672,2959115.857841,0.000000,3123367.199325,3125613.409752,1128432.938450,3046376.959391
2207,0.879529,1.235399,-0.001755,0.005772,0.009137,3167142.509781,0.000000,3123367.199325,3125613.409752,-1621518.554514,3046376.959391
2208,0.879542,1.230812,0.001418,0.012246,0.006525,3018020.773923,3125472.443108,3123367.199325,3125613.409752,-820161.490877,3046376.959391
2209,0.879547,1.252710,0.002127,0.006768,0.004851,3296128.963753,0.000000,3123367.199325,3125613.409752,848804.664713,3046376.959391
2210,0.879566,1.221526,-0.002842,0.001655,0.005347,3323589.498101,0.000000,3123367.199325,3125613.409752,-2088363.894658,3046376.959391
2211,0.879571,1.195911,-0.002763,0.007591,0.004983,3070719.924761,0.000000,3123367.199325,3125613.409752,-404655.133640,3046376.959391
2212,0.879571,1.228407,-0.002668,0.005840,0.006309,3161478.911401,0.000000,3123367.199325,3125613.409752,-50945.784413,3046376.959391
2213,0.879575,1.231040,-0.002154,0.005906,0.007250,3166083.093314,0.000000,3123367.199325,3125613.409752,679037.113658,3046376.959391
2214,0.879608,1.202881,-0.000593,0.008844,0.007082,3066799.521000,0.000000,3123367.199325,3125613.409752,-884859.113475,3046376.959391
2215,0.879613,1.196963,-0.000500,0.008659,0.009618,3043981.356992,0.000000,3123367.199325,3125613.409752,115905.513910,3046376.959391
2216,0.879613,1.261618,-0.000705,0.011241,0.006047,3032355.487759,0.000000,3123367.199325,3125613.409752,1486229.669995,3046376.959391
2217,0.879627,1.249321,-0.002080,0.006528,0.004467,3189478.137780,0.000000,3123367.199325,3125613.409752,1774342.180015,3046376.959391
2218,0.879635,1.221142,0.000337,0.008201,0.006827,3140228.685117,0.000000,3123367.199325,3125613.409752,-2488316.438694,3046376.959391
2219,0.879636,1.300358,-0.002920,0.009144,0.007817,3072488.856281,0.000000,3123367.199325,3125613.409752,1418571.238610,3046376.959391
2220,0.879653,1.254602,-0.002367,0.007658,0.005615,3128952.329720,0.000000,3123367.199325,3125613.409752,-1125212.115951,3046376.959391
2221,0.879676,1.225997,0.000559,0.010452,0.006590,3061930.127236,0.000000,3123367.199325,3125613.409752,-2125563.381140,3046376.959391
2222,0.879687,1.188631,-0.001013,0.004845,0.006311,3210743.332331,0.000000,3123367.199325,3125613.409752,-532430.514718,3046376.959391
2223,0.879689,1.220523,0.001228,0.012223,0.008844,2977546.381338,0.000000,3123367.199325,3125613.409752,1367057.411694,3046376.959391
2224,0.879695,1.186637,-0.000768,0.007953,0.001177,3145481.148330,0.000000,3123367.199325,3125613.409752,-648047.317973,3046376.959391
2225,0.879706,1.205471,0.000725,0.007063,0.007841,3171617.001367,0.000000,3123367.199325,3125613.409752,1464898.779933,3046376.959391
2226,0.879718,1.226942,-0.002703,0.006879,0.004423,3137187.279916,0.000000,3123367.199325,3125613.409752,-1627088.626636,3046376.959391
2227,0.879720,1.183186,0.000128,0.010482,0.005344,3019724.571153,0.000000,3123367.199325,3125613.409752,748314.312978,3046376.959391
2228,0.879721,1.247820,-0.001228,0.007663,0.005113,3160251.017735,0.000000,3123367.199325,3125613.409752,684596.277870,3046376.959391
2229,0.879733,1.217079,-0.001291,0.007364,0.008967,3100659.664044,0.000000,3123367.199325,3125613.409752,-1497330.792588,3046376.959391
2230,0.879748,1.189579,-0.002891,0.009684,0.007870,2940691.160245,0.000000,3123367.199325,3125613.409752,-261138.108190,3046376.959391
2231,0.879750,1.237462,-0.002811,0.006147,0.008753,3127892.005887,0.000000,3123367.199325,3125613.409752,-89696.723338,3046376.959391
2232,0.879752,1.251524,0.000695,0.009194,0.010833,3096627.810826,0.000000,3123367.199325,3125613.409752,731716.840563,3046376.959391
2233,0.879766,1.200768,-0.001532,0.007849,0.003658,3114888.774571,0.000000,3123367.199325,3125613.409752,-431561.850229,3046376.959391
2234,0.879766,1.175521,-0.003691,0.005972,0.009745,3039108.579500,0.000000,3123367.199325,3125613.409752,-350647.939233,3046376.959391
2235,0.879775,1.241313,-0.000492,0.005451,0.006156,3251519.898267,0.000000,3123367.199325,3125613.409752,1884027.964255,3046376.959391
2236,0.879780,1.209491,0.001304,0.009167,0.005861,3128161.407343,0.000000,3123367.199325,3125613.409752,-256084.345125,3046376.959391
2237,0.879788,1.214454,-0.000871,0.009881,0.005842,3040323.989558,0.000000,3123367.199325,3125613.409752,-1284288.845676,3046376.959391
2238,0.879790,1.239484,0.001398,0.010761,0.005300,3100622.682575,0.000000,3123367.199325,3125613.409752,1201399.273051,3046376.959391
2239,0.879800,1.207124,0.000340,0.011798,0.009922,2943197.747176,0.000000,3123367.199325,3125613.409752,431361.597982,3046376.959391
2240,0.879808,1.225703,-0.000067,0.009812,0.002827,3110021.903786,0.000000,3123367.199325,3125613.409752,-838733.860956,3046376.959391
2241,0.879846,1.195229,-0.001913,0.008577,0.008766,3013040.842330,0.000000,3123367.199325,3125613.409752,2955201.546260,3046376.959391
2242,0.879883,1.198949,-0.002146,0.006346,0.003385,3159118.930905,0.000000,3123367.199325,3125613.409752,123637.900743,3046376.959391
2243,0.879904,1.283101,-0.004678,0.005786,0.005286,3168492.172337,0.000000,3123367.199325,3125613.409752,-1039784.516440,3046376.959391
2244,0.879907,1.217279,-0.004402,0.007704,0.004738,3041219.273993,0.000000,3123367.199325,3125613.409752,263051.477580,3046376.959391
2245,0.879911,1.226206,0.001637,0.009740,0.006700,3121558.191719,0.000000,3123367.199325,3125613.409752,519067.529841,3046376.959391
2246,0.879913,1.262024,0.001405,0.008622,0.010159,3157406.112772,0.000000,3123367.199325,3125613.409752,11279.273068,3046376.959391
2247,0.879923,1.211483,-0.006771,0.012096,0.008360,2726869.375589,0.000000,3123367.199325,3125613.409752,573494.488500,3046376.959391
2248,0.879934,1.241280,0.000700,0.009541,0.004664,3138483.189814,0.000000,3123367.199325,3125613.409752,-769601.250165,3046376.959391
2249,0.879936,1.211900,0.003661,0.005587,0.009192,3303122.676181,0.000000,3123367.199325,3125613.409752,1242108.194204,3046376.959391
2250,0.879936,1.261069,-0.001003,0.006213,0.006923,3217773.082336,0.000000,3123367.199325,3125613.409752,548876.385565,3046376.959391
2251,0.879953,1.210896,-0.000584,0.010067,0.006335,3032255.270571,0.000000,3123367.199325,3125613.409752,3692503.712010,3046376.959391
2252,0.879971,1.166059,-0.001608,0.011730,0.003547,2916796.392072,0.000000,3123367.199325,3125613.409752,-1561480.342727,3046376.959391
2253,0.879976,1.260819,0.001367,0.008003,0.007695,3205481.116866,0.000000,3123367.199325,3125613.409752,131838.099815,3046376.959391
2254,0.880004,1.261843,-0.002690,0.008114,0.002339,3142773.010685,0.000000,3123367.199325,3125613.409752,2526592.800753,3046376.959391
2255,0.880005,1.274253,-0.002280,0.009327,0.009647,3038631.172502,0.000000,3123367.199325,3125613.409752,-278059.633598,3046376.959391
2256,0.880027,1.201054,-0.001142,0.007793,0.006708,3096278.955873,0.000000,3123367.199325,3125613.409752,582727.945371,3046376.959391
2257,0.880041,1.233482,-0.002799,0.008249,0.005613,3072152.985805,0.000000,3123367.199325,3125613.409752,403580.126128,3046376.959391
2258,0.880052,1.248447,-0.000006,0.007663,0.003880,3208285.696776,0.000000,3123367.199325,3125613.409752,-691257.521733,3046376.959391
2259,0.880057,1.256601,-0.002332,0.008092,0.006331,3106711.960207,0.000000,3123367.199325,3125613.409752,1558114.652396,3046376.959391
2260,0.880058,1.259301,0.001074,0.006629,0.007726,3249510.474201,0.000000,3123367.199325,3125613.409752,691674.901185,3046376.959391
2261,0.880068,1.222611,0.000677,0.006532,0.005842,3227917.006445,0.000000,3123367.199325,3125613.409752,-598642.582522,3046376.959391
2262,0.880083,1.268937,0.000046,0.005440,0.005539,3298075.413928,0.000000,3123367.199325,3125613.409752,-203203.310372,3046376.959391
2263,0.880112,1.286503,-0.003044,0.002336,0.006225,3341509.156422,0.000000,3123367.199325,3125613.409752,1574343.043363,3046376.959391
2264,0.880120,1.232647,-0.002124,0.008003,0.006930,3087046.434860,0.000000,3123367.199325,3125613.409752,-684763.477575,3046376.959391
2265,0.880123,1.219591,-0.001806,0.006685,0.003419,3174280.536028,0.000000,3123367.199325,3125613.409752,-1742775.138339,3046376.959391
2266,0.880123,1.232036,-0.000164,0.006519,0.009198,3178833.643106,0.000000,3123367.199325,3125613.409752,874263.666885,3046376.959391
2267,0.880125,1.237537,-0.003173,0.007966,0.009158,3038390.256160,0.000000,3123367.199325,3125613.409752,130418.482630,3046376.959391
2268,0.880152,1.228236,0.000055,0.010141,0.009911,3026115.125806,0.000000,3123367.199325,3125613.409752,1376577.174991,3046376.959391
2269,0.880154,1.232002,-0.002910,0.009003,0.008091,3009052.380630,0.000000,3123367.199325,3125613.409752,1244560.845829,3046376.959391
2270,0.880161,1.291988,0.005807,0.010805,0.015302,3169643.826728,0.000000,3123367.199325,3125613.409752,744178.215105,3046376.959391
2271,0.880186,1.182996,0.003503,0.008761,0.008374,3156129.404459,0.000000,3123367.199325,3125613.409752,-266106.122121,3046376.959391
2272,0.880197,1.238600,-0.003128,0.008191,0.008531,3038243.402629,0.000000,3123367.199325,3125613.409752,40148.399653,3046376.959391
2273,0.880198,1.209002,-0.001952,0.005597,0.005678,3180065.345312,0.000000,3123367.199325,3125613.409752,-168972.045991,3046376.959391
2274,0.880207,1.236585,0.002283,0.009862,0.003944,3173986.387859,0.000000,3123367.199325,3125613.409752,198633.425310,3046376.959391
2275,0.880218,1.281046,0.000447,0.005675,0.011102,3254789.666419,0.000000,3123367.199325,3125613.409752,982747.620788,3046376.959391
2276,0.880226,1.222840,0.001855,0.005350,0.011031,3254045.009752,0.000000,3123367.199325,3125613.409752,-1172926.197539,3046376.959391
2277,0.880241,1.245764,-0.000311,0.007048,0.003933,3220993.536562,0.000000,3123367.199325,3125613.409752,601749.708024,3046376.959391
2278,0.880244,1.269025,-0.001142,0.008164,0.004638,3167616.437765,0.000000,3123367.199325,3125613.409752,720989.833251,3046376.959391
2279,0.880245,1.259029,-0.003936,0.007466,0.004463,3107988.236898,0.000000,3123367.199325,3125613.409752,-786360.220002,3046376.959391
